sku,title,URL,price,upc,discount
#37694,Stitched Standup - Cactus,https://wholesale.primitivesbykathy.com/stitched-standup-cactus-37694,$28.50,883504376945,$4.50
#37650,Inset String Art - Find Joy In Journey,https://wholesale.primitivesbykathy.com/inset-string-art-find-joy-in-journey-37650,$28.50,883504376501,$25.65
#101238,Block Sign - So Merry So Bright,https://wholesale.primitivesbykathy.com/block-sign-so-merry-so-bright-101238,$5.50,190134012380,$4.05
#36998,Chunky Sitter - Happy Easter,https://wholesale.primitivesbykathy.com/chunky-sitter-happy-easter-36998,$19.50,883504369985,$4.05
#37869,Napkin - Blush,https://wholesale.primitivesbykathy.com/napkin-blush-37869,$3.00,883504378697,$2.70
#32225,Wooden Postcard - Sunshine,https://wholesale.primitivesbykathy.com/wooden-postcard-sunshine-32225,$3.00,883504322256,$1.57
#30938,Dish Towel - Merry & Bright,https://wholesale.primitivesbykathy.com/dish-towel-merry-bright-30938,$5.50,883504309387,$4.95
#32172,Wooden Postcard - Prosperity,https://wholesale.primitivesbykathy.com/wooden-postcard-prosperity-32172,$3.00,883504321723,$1.57
#36058,Mini Frame - Believe,https://wholesale.primitivesbykathy.com/mini-frame-believe-36058,$3.00,883504360586,$2.70
#94442,Slat Box Sign - Love,https://wholesale.primitivesbykathy.com/slat-box-sign-love-94442,$19.50,883504944427,$17.55
#38420,Box Sign - How To Have A Beach Body,https://wholesale.primitivesbykathy.com/box-sign-how-to-have-a-beach-body-38420,$14.50,883504384209,$8.55
#32144,Color Sign - Get Inspired,https://wholesale.primitivesbykathy.com/color-sign-get-inspired-32144,$8.00,883504321440,$8.55
#34609,Pillow - Startrite,https://wholesale.primitivesbykathy.com/pillow-startrite-34609,$14.50,883504346092,$13.05
#36048,Slat String Box Sign- Joy,https://wholesale.primitivesbykathy.com/slat-string-box-sign-joy-36048,$19.50,883504360487,$17.55
#38227,Slat Box Sign - Love,https://wholesale.primitivesbykathy.com/slat-box-sign-love-38227,$8.00,883504382274,$7.20
#37739,Slat String Art - Pray Bigger,https://wholesale.primitivesbykathy.com/slat-string-art-pray-bigger-37739,$5.50,883504377393,$4.95
#36855,Velvet Pillow - Arrow,https://wholesale.primitivesbykathy.com/velvet-pillow-arrow-36855,$13.50,883504368551,$12.15
#32710,Countdown - Making a List,https://wholesale.primitivesbykathy.com/countdown-making-a-list-32710,$12.50,883504327107,$11.25
#24602,Sign - Eat Ramen,https://wholesale.primitivesbykathy.com/sign-eat-ramen-24602,$7.50,883504246026,$13.05
#38081,Slat Box Sign - Love Ever After,https://wholesale.primitivesbykathy.com/slat-box-sign-love-ever-after-38081,$8.00,883504380812,$13.50
#37272,Box Sign - You Are Amazing,https://wholesale.primitivesbykathy.com/box-sign-you-are-amazing-37272,$7.50,883504372725,$6.75
#36452,Box Sign - Forever PNK,https://wholesale.primitivesbykathy.com/box-sign-forever-pnk-36452,$5.00,883504364522,$31.05
#39875,Inset Slat Box Sign - Good Vibes Only,https://wholesale.primitivesbykathy.com/inset-slat-box-sign-good-vibes-only-39875,$12.00,883504398756,$10.80
#37452,Stitched Block Display,https://wholesale.primitivesbykathy.com/stitched-block-display-37452,$40.00,883504374521,
#38254,Inset Box Sign - Relax You're At The Beach,https://wholesale.primitivesbykathy.com/inset-box-sign-relax-youre-at-the-beach-38254,$24.00,883504382540,$21.60
#33060,Box Sign - First My Mother Forever My Friend,https://wholesale.primitivesbykathy.com/box-sign-first-my-mother-forever-my-friend-33060,$8.00,883504330602,$7.20
